Study ID,Author(s),Year,Title,Journal,Passed Filter 2,Scope,Genomic,Wild or Captive,Continent,Country,Latitude,Longitude,Avg or est points,Coordinate Notes,Coordinate System,Class,Latin Binomial,IUCN Latin Binomial,IUCN Status,Species Global North or South,Total Number of Authors,1st Author Origin Country,1st Author Global Divide,Last Author Origin Country,Last Author Global Divide,Collaboration,Number of Local Authors,Number of authors from Global North,Number of authors from Global South,delta_maximum_temperature_1960_2050,Paper Notes
1162,"Poorten, T. J.; Rosenblum, E. B.",2016,Comparative study of host response to chytridiomycosis in a susceptible and a resistant toad species,MOLECULAR ECOLOGY,Yes,Level 3: Functional Variation - global change,RNASeq,Captive,NA,NA,NA,NA,NA,NA,NA,Amphibia,Bufo boreas,Anaxyrus boreas,LC,,,,,,,,NA,,,NA,
1163,"Portik, D. M.; Leaché, A. D.; Rivera, D.; Barej, M. F.; Burger, M.; Hirschfeld, M.; Rödel, M. O.; Blackburn, D. C.; Fujita, M. K.",2017,Evaluating mechanisms of diversification in a Guineo-Congolian tropical forest frog using demographic model selection,MOLECULAR ECOLOGY,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Africa,Cameroon,5.28346377,12.45803716,Yes,Centroid of Cameroon,DD,Amphibia,Scotobleps gabonicus,Scotobleps gabonicus,LC,Global South,9,United States of America,Global North,United States of America,Global North,International,0,8,1,1.66354239,
1163,"Portik, D. M.; Leaché, A. D.; Rivera, D.; Barej, M. F.; Burger, M.; Hirschfeld, M.; Rödel, M. O.; Blackburn, D. C.; Fujita, M. K.",2017,Evaluating mechanisms of diversification in a Guineo-Congolian tropical forest frog using demographic model selection,MOLECULAR ECOLOGY,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Africa,Congo,-2.2103,12.8253,NO,,DD,Amphibia,Scotobleps gabonicus,Scotobleps gabonicus,LC,Global South,9,United States of America,Global North,United States of America,Global North,International,0,8,1,1.587846518,
1163,"Portik, D. M.; Leaché, A. D.; Rivera, D.; Barej, M. F.; Burger, M.; Hirschfeld, M.; Rödel, M. O.; Blackburn, D. C.; Fujita, M. K.",2017,Evaluating mechanisms of diversification in a Guineo-Congolian tropical forest frog using demographic model selection,MOLECULAR ECOLOGY,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Africa,Equatorial Guinea,1.5757,10.3883,NO,,DD,Amphibia,Scotobleps gabonicus,Scotobleps gabonicus,LC,Global South,9,United States of America,Global North,United States of America,Global North,International,0,8,1,1.641666889,
1163,"Portik, D. M.; Leaché, A. D.; Rivera, D.; Barej, M. F.; Burger, M.; Hirschfeld, M.; Rödel, M. O.; Blackburn, D. C.; Fujita, M. K.",2017,Evaluating mechanisms of diversification in a Guineo-Congolian tropical forest frog using demographic model selection,MOLECULAR ECOLOGY,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Africa,Gabon,0.6678,11.72605,Yes,Averaged,DD,Amphibia,Scotobleps gabonicus,Scotobleps gabonicus,LC,Global South,9,United States of America,Global North,United States of America,Global North,International,0,8,1,1.615972042,
1163,"Portik, D. M.; Leaché, A. D.; Rivera, D.; Barej, M. F.; Burger, M.; Hirschfeld, M.; Rödel, M. O.; Blackburn, D. C.; Fujita, M. K.",2017,Evaluating mechanisms of diversification in a Guineo-Congolian tropical forest frog using demographic model selection,MOLECULAR ECOLOGY,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Africa,Nigeria,5.8961,8.7878,Yes,Averaged,DD,Amphibia,Scotobleps gabonicus,Scotobleps gabonicus,LC,Global South,9,United States of America,Global North,United States of America,Global North,International,0,8,1,1.704513669,
1166,"Potter, Sally; Bragg, Jason G.; Peter, Benjamin M.; Bi, Ke; Moritz, Craig",2016,"Phylogenomics at the tips: inferring lineages and their demographic history in a tropical lizard, Carlia amax",Molecular ecology,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Oceania,Australia,-14.82964304,132.3005419,Yes,average of 204 coordinates,DD,Reptilia,Carlia amax,Carlia amax,LC,Global North,5,Australia,Global North,Australia,Global North,Domestic,3,5,0,1.939235687,
1170,"Prakash, Shritika S.; Lal, Monal M.; Dutton, Peter H.; Rico, Ciro; Piovano, Susanna",2022,Kinship genomics approach to study mating systems in a depleted sea turtle rookery,Regional studies in marine science,Yes,Level 1: General genomic resources,GBS/RAD/target capture,Wild,Oceania,Fiji,-17.6642,177.2862,Yes,average of 2 coordinates for islands that are a part of Fiji,DD,Reptilia,Eretmochelys imbricata,Eretmochelys imbricata,CR,Global South,5,Fiji,Global South,Fiji,Global South,International,3,2,3,NA,
1171,"Prates, I.; Doughty, P.; Rabosky, D. L.",2023,Subspecies at crossroads: the evolutionary significance of genomic and phenotypic variation in a wide-ranging Australian lizard (Ctenotus pantherinus),ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Oceania,Australia,-24.630949,124.1008841,Yes,average of all Australian localities,DD,Reptilia,Ctenotus pantherinus,Ctenotus pantherinus,LC,Global North,3,United States of America,Global North,United States of America,Global North,International,1,3,0,2.228124142,
1172,"Prates, I.; Hutchinson, M. N.; Singhal, S.; Moritz, C.; Rabosky, D. L.",2023,Notes from the taxonomic disaster zone: Evolutionary drivers of intractable species boundaries in an Australian lizard clade (Scincidae: Ctenotus),MOLECULAR ECOLOGY,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Oceania,Australia,-33.343945,137.27555,Yes,average of coordinates for each sepcies (putative taxon assignment),DD,Reptilia,Ctenotus atlas,Ctenotus atlas,LC,Global North,5,United States of America,Global North,United States of America,Global North,International,1,5,0,1.705903172,
1172,"Prates, I.; Hutchinson, M. N.; Singhal, S.; Moritz, C.; Rabosky, D. L.",2023,Notes from the taxonomic disaster zone: Evolutionary drivers of intractable species boundaries in an Australian lizard clade (Scincidae: Ctenotus),MOLECULAR ECOLOGY,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Oceania,Australia,-29.332845,114.73705,Yes,average of coordinates for each sepcies (putative taxon assignment),DD,Reptilia,Ctenotus australis,Ctenotus australis,LC,Global North,5,United States of America,Global North,United States of America,Global North,International,1,5,0,NA,
1172,"Prates, I.; Hutchinson, M. N.; Singhal, S.; Moritz, C.; Rabosky, D. L.",2023,Notes from the taxonomic disaster zone: Evolutionary drivers of intractable species boundaries in an Australian lizard clade (Scincidae: Ctenotus),MOLECULAR ECOLOGY,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Oceania,Australia,-25.20572,125.90655,Yes,average of coordinates for each sepcies (putative taxon assignment),DD,Reptilia,Lerista bipes,Lerista bipes,LC,Global North,5,United States of America,Global North,United States of America,Global North,International,1,5,0,2.168923855,
1172,"Prates, I.; Hutchinson, M. N.; Singhal, S.; Moritz, C.; Rabosky, D. L.",2023,Notes from the taxonomic disaster zone: Evolutionary drivers of intractable species boundaries in an Australian lizard clade (Scincidae: Ctenotus),MOLECULAR ECOLOGY,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Oceania,Australia,-19.01284,144.7639667,Yes,average of coordinates for each sepcies (putative taxon assignment),DD,Reptilia,Ctenotus eutaenius,Ctenotus eutaenius,LC,Global North,5,United States of America,Global North,United States of America,Global North,International,1,5,0,1.857465148,
1172,"Prates, I.; Hutchinson, M. N.; Singhal, S.; Moritz, C.; Rabosky, D. L.",2023,Notes from the taxonomic disaster zone: Evolutionary drivers of intractable species boundaries in an Australian lizard clade (Scincidae: Ctenotus),MOLECULAR ECOLOGY,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Oceania,Australia,-15.42576214,126.1762214,Yes,average of coordinates for each sepcies (putative taxon assignment),DD,Reptilia,Ctenotus mastigura,Ctenotus mastigura,LC,Global North,5,United States of America,Global North,United States of America,Global North,International,1,5,0,1.738889337,
1172,"Prates, I.; Hutchinson, M. N.; Singhal, S.; Moritz, C.; Rabosky, D. L.",2023,Notes from the taxonomic disaster zone: Evolutionary drivers of intractable species boundaries in an Australian lizard clade (Scincidae: Ctenotus),MOLECULAR ECOLOGY,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Oceania,Australia,-13.413805,130.8972,Yes,average of coordinates for each sepcies (putative taxon assignment),DD,Reptilia,Ctenotus essingtonii,Ctenotus essingtonii,LC,Global North,5,United States of America,Global North,United States of America,Global North,International,1,5,0,1.728300214,
1172,"Prates, I.; Hutchinson, M. N.; Singhal, S.; Moritz, C.; Rabosky, D. L.",2023,Notes from the taxonomic disaster zone: Evolutionary drivers of intractable species boundaries in an Australian lizard clade (Scincidae: Ctenotus),MOLECULAR ECOLOGY,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Oceania,Australia,-24.11283318,125.6217588,Yes,average of coordinates for each sepcies (putative taxon assignment),DD,Reptilia,Ctenotus inornatus,Ctenotus inornatus,LC,Global North,5,United States of America,Global North,United States of America,Global North,International,1,5,0,2.180728674,
1172,"Prates, I.; Hutchinson, M. N.; Singhal, S.; Moritz, C.; Rabosky, D. L.",2023,Notes from the taxonomic disaster zone: Evolutionary drivers of intractable species boundaries in an Australian lizard clade (Scincidae: Ctenotus),MOLECULAR ECOLOGY,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Oceania,Australia,-22.7398,122.4718,Yes,average of coordinates for each sepcies (putative taxon assignment),DD,Reptilia,Ctenotus ips,Ctenotus ips,NA,Global North,5,United States of America,Global North,United States of America,Global North,International,1,5,0,2.154339552,
1172,"Prates, I.; Hutchinson, M. N.; Singhal, S.; Moritz, C.; Rabosky, D. L.",2023,Notes from the taxonomic disaster zone: Evolutionary drivers of intractable species boundaries in an Australian lizard clade (Scincidae: Ctenotus),MOLECULAR ECOLOGY,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Oceania,Australia,-21.67825929,140.8222,Yes,average of coordinates for each sepcies (putative taxon assignment),DD,Reptilia,Ctenotus lateralis,Ctenotus lateralis,LC,Global North,5,United States of America,Global North,United States of America,Global North,International,1,5,0,1.939236164,
1172,"Prates, I.; Hutchinson, M. N.; Singhal, S.; Moritz, C.; Rabosky, D. L.",2023,Notes from the taxonomic disaster zone: Evolutionary drivers of intractable species boundaries in an Australian lizard clade (Scincidae: Ctenotus),MOLECULAR ECOLOGY,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Oceania,Australia,-28.69,135.13125,Yes,average of coordinates for each sepcies (putative taxon assignment),DD,Reptilia,Ctenotus leonhardii,Ctenotus leonhardii,LC,Global North,5,United States of America,Global North,United States of America,Global North,International,1,5,0,1.919792533,
1172,"Prates, I.; Hutchinson, M. N.; Singhal, S.; Moritz, C.; Rabosky, D. L.",2023,Notes from the taxonomic disaster zone: Evolutionary drivers of intractable species boundaries in an Australian lizard clade (Scincidae: Ctenotus),MOLECULAR ECOLOGY,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Oceania,Australia,-21.2885,120.4629,Yes,average of coordinates for each sepcies (putative taxon assignment),DD,Reptilia,Ctenotus nigrilineatus,Ctenotus nigrilineatus,LC,Global North,5,United States of America,Global North,United States of America,Global North,International,1,5,0,2.115277767,
1172,"Prates, I.; Hutchinson, M. N.; Singhal, S.; Moritz, C.; Rabosky, D. L.",2023,Notes from the taxonomic disaster zone: Evolutionary drivers of intractable species boundaries in an Australian lizard clade (Scincidae: Ctenotus),MOLECULAR ECOLOGY,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Oceania,Australia,-18.67679,125.68855,Yes,average of coordinates for each sepcies (putative taxon assignment),DD,Reptilia,Ctenotus pantherinus,Ctenotus pantherinus,LC,Global North,5,United States of America,Global North,United States of America,Global North,International,1,5,0,1.948091626,
1172,"Prates, I.; Hutchinson, M. N.; Singhal, S.; Moritz, C.; Rabosky, D. L.",2023,Notes from the taxonomic disaster zone: Evolutionary drivers of intractable species boundaries in an Australian lizard clade (Scincidae: Ctenotus),MOLECULAR ECOLOGY,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Oceania,Australia,-15.587,128.9961,Yes,average of coordinates for each sepcies (putative taxon assignment),DD,Reptilia,Ctenotus rimacola,Ctenotus rimacolus,LC,Global North,5,United States of America,Global North,United States of America,Global North,International,1,5,0,1.731422901,
1172,"Prates, I.; Hutchinson, M. N.; Singhal, S.; Moritz, C.; Rabosky, D. L.",2023,Notes from the taxonomic disaster zone: Evolutionary drivers of intractable species boundaries in an Australian lizard clade (Scincidae: Ctenotus),MOLECULAR ECOLOGY,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Oceania,Australia,-15.3062328,128.61856,Yes,average of coordinates for each sepcies (putative taxon assignment),DD,Reptilia,Ctenotus robustus,Ctenotus robustus,LC,Global North,5,United States of America,Global North,United States of America,Global North,International,1,5,0,1.716147184,
1172,"Prates, I.; Hutchinson, M. N.; Singhal, S.; Moritz, C.; Rabosky, D. L.",2023,Notes from the taxonomic disaster zone: Evolutionary drivers of intractable species boundaries in an Australian lizard clade (Scincidae: Ctenotus),MOLECULAR ECOLOGY,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Oceania,Australia,-26.906,120.53915,Yes,average of coordinates for each sepcies (putative taxon assignment),DD,Reptilia,Ctenotus schomburgkii,Ctenotus schomburgkii,LC,Global North,5,United States of America,Global North,United States of America,Global North,International,1,5,0,2.332117319,
1172,"Prates, I.; Hutchinson, M. N.; Singhal, S.; Moritz, C.; Rabosky, D. L.",2023,Notes from the taxonomic disaster zone: Evolutionary drivers of intractable species boundaries in an Australian lizard clade (Scincidae: Ctenotus),MOLECULAR ECOLOGY,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Oceania,Australia,-25.5127075,140.8988591,Yes,average of coordinates for each sepcies (putative taxon assignment),DD,Reptilia,Ctenotus spaldingi,Ctenotus spaldingi,LC,Global North,5,United States of America,Global North,United States of America,Global North,International,1,5,0,2.099652052,
1172,"Prates, I.; Hutchinson, M. N.; Singhal, S.; Moritz, C.; Rabosky, D. L.",2023,Notes from the taxonomic disaster zone: Evolutionary drivers of intractable species boundaries in an Australian lizard clade (Scincidae: Ctenotus),MOLECULAR ECOLOGY,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Oceania,Australia,-17.97140656,126.3294438,Yes,average of coordinates for each sepcies (putative taxon assignment),DD,Reptilia,Ctenotus superciliaris,Ctenotus superciliaris,LC,Global North,5,United States of America,Global North,United States of America,Global North,International,1,5,0,1.857812047,
1172,"Prates, I.; Hutchinson, M. N.; Singhal, S.; Moritz, C.; Rabosky, D. L.",2023,Notes from the taxonomic disaster zone: Evolutionary drivers of intractable species boundaries in an Australian lizard clade (Scincidae: Ctenotus),MOLECULAR ECOLOGY,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Oceania,Australia,-31.275,150.3083,Yes,average of coordinates for each sepcies (putative taxon assignment),DD,Reptilia,Ctenotus taeniolatus,Ctenotus taeniolatus,LC,Global North,5,United States of America,Global North,United States of America,Global North,International,1,5,0,2.049479723,
1173,"Prates, I.; Penna, A.; Rodrigues, M. T.; Carnaval, A. C.",2018,Local adaptation in mainland anole lizards: Integrating population history and genome-environment associations,ECOLOGY AND EVOLUTION,Yes,Level 4: Functional Variation - climate change,GBS/RAD/target capture,Wild,South America,Brazil,-5.17375,-57.8038888,Yes,average of coordinates for A.ortonii,DD,Reptilia,Anolis ortonii,Anolis ortonii,LC,Global South,4,United States of America,Global North,United States of America,Global North,International,1,3,1,2.424999237,
1173,"Prates, I.; Penna, A.; Rodrigues, M. T.; Carnaval, A. C.",2018,Local adaptation in mainland anole lizards: Integrating population history and genome-environment associations,ECOLOGY AND EVOLUTION,Yes,Level 4: Functional Variation - climate change,GBS/RAD/target capture,Wild,South America,Brazil,-10.37,-54.17282609,Yes,average of coordinates for A.punctatus ,DD,Reptilia,Anolis punctatus,Anolis punctatus,LC,Global South,4,United States of America,Global North,United States of America,Global North,International,1,3,1,2.684722185,
1173,"Prates, I.; Penna, A.; Rodrigues, M. T.; Carnaval, A. C.",2018,Local adaptation in mainland anole lizards: Integrating population history and genome-environment associations,ECOLOGY AND EVOLUTION,Yes,Level 4: Functional Variation - climate change,GBS/RAD/target capture,Wild,South America,Ecuador,-0.22,-75.81,NO,only one coordiante provided for Ecuador,DD,Reptilia,Anolis ortonii,Anolis ortonii,LC,Global South,4,United States of America,Global North,United States of America,Global North,International,1,3,1,1.981249809,
1174,"Prates, I.; Singhal, S.; Marchan-Rivadeneira, M. R.; Grundler, M. R.; Moritz, C.; Donnellan, S. C.; Rabosky, D. L.",2022,Genetic and Ecogeographic Controls on Species Cohesion in Australia's Most Diverse Lizard Radiation,AMERICAN NATURALIST,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Oceania,Australia,-24.14,143.3392,NO,,DD,Reptilia,Ctenotus agrestis,Ctenotus agrestis,LC,Global North,7,United States of America,Global North,United States of America,Global North,International,2,7,0,2.059547901,
